Year,Category,Film,FilmId,Nominees,Winner
2017,British Short Animation,The Alan Dimension,,"Jac Clinch, Jonathan Harbottle, Millie Marsh",FALSE
2017,British Short Animation,Tough,,Jennifer Zheng,FALSE
2017,British Short Film,Home,,"Shpat Deda, Afolabi Kuti, Daniel Mulloy, Scott ODonnell",TRUE
2017,British Short Film,Consumed,,Richard John Seymour,FALSE
2017,British Short Film,Mouth of Hell,,"Bart Gavigan, Samir Mehanovic, Allie Smith, Michael Wilson",FALSE
2017,British Short Film,The Party,,"Farah Abushwesha, Emmet Fleming, Andrea Harkin, Conor MacNeill",FALSE
2017,British Short Film,Standby,,"Charlotte Regan, Jack Hannon",FALSE
2017,Cinematography,La La Land,,Linus Sandgren,TRUE
2017,Cinematography,Arrival,,Bradford Young,FALSE
2017,Cinematography,Hell or High Water,,Giles Nuttgens,FALSE
2017,Cinematography,Lion,,Greig Fraser,FALSE
2017,Cinematography,Nocturnal Animals,,Seamus McGarvey,FALSE
2017,Costume Design,Jackie,,Madeline Fontaine,TRUE
2017,Costume Design,Allied,,Joanna Johnston,FALSE
2017,Costume Design,Fantastic Beasts and Where to Find Them,,Colleen Atwood,FALSE
2017,Costume Design,Florence Foster Jenkins,,Consolata Boyle,FALSE
2017,Costume Design,La La Land,,Mary Zophres,FALSE
2017,Director,Damien Chazelle,,La La Land,TRUE
2017,Director,Denis Villeneuve,,Arrival,FALSE
2017,Director,Ken Loach,,I Daniel Blake,FALSE
2017,Director,Kenneth Lonergan,,Manchester by the Sea,FALSE
2017,Director,Tom Ford,,Nocturnal Animals,FALSE
2017,Documentary,13th,,"Ava Duvernay, Spencer Averick, Howard Barish",TRUE
2017,Documentary,The Beatles: Eight Days A Week - The Touring Years,,"Ron Howard, Brian Grazer, Scott Pascucci, Nigel Sinclair",FALSE
2017,Documentary,The Eagle Huntress,,"Otto Bell, Stacey Reiss",FALSE
2017,Documentary,Notes on Blindness,,"Peter Middleton, James Spinney",FALSE
2017,Documentary,Weiner,,"Josh Kriegman, Elyse Steinberg",FALSE
2017,EE Rising Star,,,Tom Holland,TRUE
2017,EE Rising Star,,,Laia Costa,FALSE
2017,EE Rising Star,,,Lucas Hedges,FALSE
2017,EE Rising Star,,,Ruth Negga,FALSE
2017,EE Rising Star,,,Anya Taylor-Joy,FALSE
2017,Editing,Hacksaw Ridge,,John Gilbert,TRUE
2017,Editing,Arrival,,Joe Walker,FALSE
2017,Editing,La La Land,,Tom Cross,FALSE
2017,Editing,Nocturnal Animals,,Joan Sobel,FALSE
2017,Editing,Manchester by the Sea,,Jennifer Lame,FALSE
2017,Fellowship,,,Mel Brooks,TRUE
2017,Film,La La Land,,"Fred Berger, Jordan Horowitz, Marc Platt",TRUE
2017,Film,Arrival,,"Dan Levine, Shawn Levy, David Linde, Aaron Ryder",FALSE
2017,Film,"I, Daniel Blake",,Rebecca O'Brien,FALSE
2017,Film,Manchester by the Sea,,"Lauren Beck, Matt Damon, Chris Moore, Kimberly Steward, Kevin J. Walsh",FALSE
2017,Film,Moonlight,,"Dede Gardner, Jeremy Kleiner, Adele Romanski",FALSE
2017,Film Not in the English Language,Son of Saul,,"László Nemes, Gábor Sipos",TRUE
2017,Film Not in the English Language,Dheepan,,"Jacques Audiard, Pascal Caucheteux",FALSE
2017,Film Not in the English Language,Julieta,,"Pedro Almodóvar, Agustín Almodóvar",FALSE
2017,Film Not in the English Language,Mustang,,"Deniz Gamze Ergüven, Charles Gillibert",FALSE
2017,Film Not in the English Language,Toni Erdmann,,"Maren Ade, Janine Jackowski",FALSE
2017,Leading Actor,Manchester by the Sea,,Casey Affleck,TRUE
2017,Leading Actor,Hacksaw Ridge,,Andrew Garfield,FALSE
2017,Leading Actor,Nocturnal Animals,,Jake Gyllenhaal,FALSE
2017,Leading Actor,La La Land,,Ryan Gosling,FALSE
2017,Leading Actor,Captain Fantastic,,Viggo Mortensen,FALSE
2017,Leading Actress,La La Land,,Emma Stone,TRUE
2017,Leading Actress,Arrival,,Amy Adams,FALSE
2017,Leading Actress,The Girl on the Train,,Emily Blunt,FALSE
2017,Leading Actress,Florence Foster Jenkins,,Meryl Streep,FALSE
2017,Leading Actress,Jackie,,Natalie Portman,FALSE
2017,Make Up and Hair,Florence Foster Jenkins,,"J. Roy Helland, Daniel Phillips",TRUE
2017,Make Up and Hair,Doctor Strange,,Jeremy Woodhead,FALSE
2017,Make Up and Hair,Hacksaw Ridge,,Shane Thomas,FALSE
2017,Make Up and Hair,Nocturnal Animals,,"Donald Mowat, Yolanda Toussieng",FALSE
2017,Make Up and Hair,Rogue One: A Star Wars Story,,"Amanda Knight, Neal Scanlan, Lisa Tomblin",FALSE
2017,Original Music,La La Land,,Justin Hurwitz,TRUE
2017,Original Music,Arrival,,Jóhann Jóhannsson,FALSE
2017,Original Music,Jackie,,Mica Levi,FALSE
2017,Original Music,Lion,,"Dustin O'Halloran, Hauschka",FALSE
2017,Original Music,Nocturnal Animals,,Abel Korzeniowski,FALSE
2017,Original Screenplay,Manchester by the Sea,,Kenneth Lonergan,TRUE
2017,Original Screenplay,Hell or High Water,,Taylor Sheridan,FALSE
2017,Original Screenplay,"I, Daniel Blake",,Paul Laverty,FALSE
2017,Original Screenplay,La La Land,,Damien Chazelle,FALSE
2017,Original Screenplay,Moonlight,,Barry Jenkins,FALSE
2017,Outstanding British Contribution to Cinema,,,Curzon,TRUE
2017,Outstanding British Film,"I, Daniel Blake",,"Ken Loach, Rebecca O'Brien, Paul Laverty",TRUE
2017,Outstanding British Film,American Honey,,Andrea Arnold,FALSE
2017,Outstanding British Film,Fantastic Beasts and Where to Find Them,,"David Yates, J.K. Rowling, David Heyman, Steve Kloves, Lionel Wigram",FALSE
2017,Outstanding British Film,Denial,,"Mick Jackson, Gary Foster, Russ Krasnoff, David Hare",FALSE
2017,Outstanding British Film,Notes on Blindness,,"Peter Middleton, James Spinney, Mike Brett, Jo-Jo Ellison, Steve Jamison",FALSE
2017,Outstanding British Film,Under the Shadow,,"Babak Anvari, Emily Leo, Oliver Roskill, Lucan Toh",FALSE
2017,"Outstanding Debut By A British Writer, Director or Producer","Babak Anvari, Emily Leo, Oliver Roskill, Lucan Toh",,Under The Shadow,TRUE
2017,"Outstanding Debut By A British Writer, Director or Producer","Mike Carey , Camille Gatin",,The Girl with All the Gifts,FALSE
2017,"Outstanding Debut By A British Writer, Director or Producer","George Amponsah, Dionne Walker",,The Hard Stop,FALSE
2017,"Outstanding Debut By A British Writer, Director or Producer","Pete Middleton James Spinney, Jo-Jo Ellison",,Notes on Blindness,FALSE
2017,"Outstanding Debut By A British Writer, Director or Producer","John Donnelly, Ben A. Williams",,The Pass,FALSE
2017,Production Design,Fantastic Beasts and Where to Find Them,,"Stuart Craig, Anna Pinnock",TRUE
2017,Production Design,Doctor Strange,,"John Bush, Charles Wood",FALSE
2017,Production Design,"Hail, Caesar!",,"Jess Gonchor, Nancy Haigh",FALSE
2017,Production Design,La La Land,,"Sandy Reynolds-Wasco, David Wasco",FALSE
2017,Production Design,Nocturnal Animals,,"Shane Valentino, Meg Everist",FALSE
2017,Sound,Arrival,,"Claude La Haye, Bernard Gariépy Strobl, Sylvain Bellemare",TRUE
2017,Sound,Deepwater Horizon,,"Mike Prestwood Smith, Dror Mohar, Wylie Stateman, Renee Tondelli, David Wyman",FALSE
2017,Sound,Fantastic Beasts and Where to Find Them,,"Niv Adiri, Glenn Freemantle, Simon Hayes, Andy Nelson, Ian Tapp",FALSE
2017,Sound,Hacksaw Ridge,,"Peter Grace, Robert Mackenzie, Kevin O'Connell, Andy Wright",FALSE
2017,Sound,La La Land,,"Mildred Iatrou Morgan, Ai-Ling Lee, Steve A. Morrow, Andy Nelson",FALSE
2017,Special Visual Effects,The Jungle Book,,"Robert Legato, Dan Lemmon, Andrew R Jones, Adam Valdez",TRUE
2017,Special Visual Effects,Arrival,,Louis Morin,FALSE
2017,Special Visual Effects,Doctor Strange,,"Richard Bluff, Stephane Ceretti, Paul Corbould, Jonathan Fawkner",FALSE
2017,Special Visual Effects,Fantastic Beasts and Where to Find Them,,"Tim Burke, Pablo Grillo, Christian Manz, David Watkins",FALSE
2017,Special Visual Effects,Rogue One: A Star Wars Story,,"Neil Corbould, Hal Hickel, Mohen Leo, John Knoll, Nigel Sumner",FALSE
2017,Supporting Actor,Lion,,Dev Patel,TRUE
2017,Supporting Actor,Nocturnal Animals,,Aaron Taylor-Johnson,FALSE
2017,Supporting Actor,Hell or High Water,,Jeff Bridges,FALSE
2017,Supporting Actor,Florence Foster Jenkins,,Hugh Grant,FALSE
2017,Supporting Actor,Moonlight,,Mahershala Ali,FALSE
2017,Supporting Actress,Fences,,Viola Davis,TRUE
2017,Supporting Actress,I Daniel Blake,,Hayley Squires,FALSE
2017,Supporting Actress,Manchester by the Sea,,Michelle Williams,FALSE
2017,Supporting Actress,Moonlight,,Naomie Harris,FALSE
2017,Supporting Actress,Lion,,Nicole Kidman,FALSE
2018,Adapted Screenplay,Call Me by Your Name,,James Ivory,TRUE
2018,Adapted Screenplay,The Death of Stalin,,"Armando Iannucci, Ian Martin, David Schneider",FALSE
2018,Adapted Screenplay,Film Stars Don't Die in Liverpool,,Matt Greenhalgh,FALSE
2018,Adapted Screenplay,Molly's Game,,Aaron Sorkin,FALSE
2018,Adapted Screenplay,Paddington 2,,"Simon Farnaby, Paul King",FALSE
2018,Animated Film,Coco,,"Lee Unkrich, Darla K. Anderson",TRUE
2018,Animated Film,Loving Vincent,,"Dorota Kobiela, Hugh Welchman, Ivan Mactaggart",FALSE
2018,Animated Film,My Life as a Courgette,,"Claude Barras, Max Karli",FALSE
2018,Best Film,"Three Billboards Outside Ebbing, Missouri",,"Graham Broadbent, Pete Czernin, Martin McDonagh",TRUE
2018,Best Film,Call Me by Your Name,,"Emilie Georges, Luca Guadagnino, Marco Morabito, Peter Spears",FALSE
2018,Best Film,Darkest Hour,,"Tim Bevan, Lisa Bruce, Eric Fellner, Anthony McCarten, Douglas Urbanski",FALSE
2018,Best Film,Dunkirk,,"Christopher Nolan, Emma Thomas",FALSE
2018,Best Film,The Shape of Water,,"Guillermo del Toro, J. Miles Dale",FALSE
2018,British Short Animation,Poles Apart,,"Paloma Baeza, Ser En Low",TRUE
2018,British Short Animation,Have Heart,,Will Anderson,FALSE
2018,British Short Animation,Mamoon,,Ben Steer,FALSE
2018,British Short Film,Cowboy Dave,,"Colin O'Toole, Jonas Mortensen",TRUE
2018,British Short Film,Aamir,,"Vika Evdokimenko, Emma Stone, Oliver Shuster",FALSE
2018,British Short Film,A Drowning Man,,"Mahdi Fleifel, Signe Byrge Sørensen, Patrick Campbell",FALSE
2018,British Short Film,Work,,"Aneil Karia, Scott O'Donnell",FALSE
2018,British Short Film,Wren Boys,,"Harry Lighton, Sorcha Bacon, John Fitzpatrick",FALSE
2018,Cinematography,Blade Runner 2049,,Roger Deakins,TRUE
2018,Cinematography,Darkest Hour,,Bruno Delbonnel,FALSE
2018,Cinematography,Dunkirk,,Hoyte van Hoytema,FALSE
2018,Cinematography,The Shape of Water,,Dan Laustsen,FALSE
2018,Cinematography,"Three Billboards Outside Ebbing, Missouri",,Ben Davis,FALSE
2018,Costume Design,Phantom Thread,,Mark Bridges,TRUE
2018,Costume Design,Beauty and the Beast,,Jacqueline Durran,FALSE
2018,Costume Design,Darkest Hour,,Jacqueline Durran,FALSE
2018,Costume Design,"I, Tonya",,Jennifer Johnson,FALSE
2018,Costume Design,The Shape of Water,,Luis Sequeira,FALSE
2018,Director,The Shape of Water,,Guillermo del Toro,TRUE
2018,Director,Blade Runner 2049,,Denis Villeneuve,FALSE
2018,Director,Call Me by Your Name,,Luca Guadagnino,FALSE
2018,Director,Dunkirk,,Christopher Nolan,FALSE
2018,Director,"Three Billboards Outside Ebbing, Missouri",,Martin McDonagh,FALSE
2018,Documentary,I Am Not Your Negro,,Raoul Peck,TRUE
2018,Documentary,City of Ghosts,,Matthew Heineman,FALSE
2018,Documentary,Icarus,,"Bryan Fogel, Dan Cogan",FALSE
2018,Documentary,An Inconvenient Sequel,,"Bonni Cohen, Jon Shenk",FALSE
2018,Documentary,Jane,,"Brett Morgen, Bryan Burk",FALSE
2018,EE Rising Star,,,Daniel Kaluuya,TRUE
2018,EE Rising Star,,,Florence Pugh,FALSE
2018,EE Rising Star,,,Josh O'Connor,FALSE
2018,EE Rising Star,,,Tessa Thompson,FALSE
2018,EE Rising Star,,,Timothée Chalamet,FALSE
2018,Editing,Baby Driver,,"Jonathan Amos, Paul Machliss",TRUE
2018,Editing,Blade Runner 2049,,Joe Walker,FALSE
2018,Editing,Dunkirk,,Lee Smith,FALSE
2018,Editing,The Shape of Water,,Sidney Wolinsky,FALSE
2018,Editing,"Three Billboards Outside Ebbing, Missouri",,Jon Gregory,FALSE
2018,Fellowship,,,Ridley Scott,TRUE
2018,Film Not in the English Language,The Handmaiden,,"Park Chan-wook, Syd Lim",TRUE
2018,Film Not in the English Language,Elle,,"Paul Verhoeven, Saïd Ben Saïd",FALSE
2018,Film Not in the English Language,First They Killed My Father,,"Angelina Jolie, Rithy Panh",FALSE
2018,Film Not in the English Language,Loveless,,"Andrey Zvyagintsev, Alexander Rodnyansky",FALSE
2018,Film Not in the English Language,The Salesman,,"Asghar Farhadi, Alexandre Mallet-Guy",FALSE
2018,Leading Actor,Darkest Hour,,Gary Oldman,TRUE
2018,Leading Actor,Phantom Thread,,Daniel Day-Lewis,FALSE
2018,Leading Actor,Get Out,,Daniel Kaluuya,FALSE
2018,Leading Actor,Film Stars Don't Die in Liverpool,,Jamie Bell,FALSE
2018,Leading Actor,Call Me by Your Name,,Timothée Chalamet,FALSE
2018,Leading Actress,"Three Billboards Outside Ebbing, Missouri",,Frances McDormand,TRUE
2018,Leading Actress,Film Stars Don't Die in Liverpool,,Annette Bening,FALSE
2018,Leading Actress,"I, Tonya",,Margot Robbie,FALSE
2018,Leading Actress,The Shape of Water,,Sally Hawkins,FALSE
2018,Leading Actress,Lady Bird,,Saoirse Ronan,FALSE
2018,Make Up and Hair,Darkest Hour,,"David Malinowski, Ivana Primorac, Lucy Sibbick, Kazuhiro Tsuji",TRUE
2018,Make Up and Hair,Blade Runner 2049,,"Donald Mowat, Kerry Warn",FALSE
2018,Make Up and Hair,"I, Tonya",,"Deborah La Mia Denaver, Adruitha Lee",FALSE
2018,Make Up and Hair,Victoria & Abdul,,"Daniel Phillips, Lou Sheppard",FALSE
2018,Make Up and Hair,Wonder,,"Naomi Bakstad, Robert A. Pandini, Arjen Tuiten",FALSE
2018,Original Music,The Shape of Water,,Alexandre Desplat,TRUE
2018,Original Music,Blade Runner 2049,,"Benjamin Wallfisch, Hans Zimmer",FALSE
2018,Original Music,Darkest Hour,,Dario Marianelli,FALSE
2018,Original Music,Dunkirk,,Hans Zimmer,FALSE
2018,Original Music,Phantom Thread,,Jonny Greenwood,FALSE
2018,Original Screenplay,"Three Billboards Outside Ebbing, Missouri",,Martin McDonagh,TRUE
2018,Original Screenplay,Get Out,,Jordan Peele,FALSE
2018,Original Screenplay,"I, Tonya",,Steven Rogers,FALSE
2018,Original Screenplay,Lady Bird,,Greta Gerwig,FALSE
2018,Original Screenplay,The Shape of Water,,"Guillermo del Toro, Vanessa Taylor",FALSE
2018,Outstanding British Contribution to Cinema,,,National Film and Television School,TRUE
2018,Outstanding British Film,"Three Billboards Outside Ebbing, Missouri",,"Martin McDonagh, Graham Broadbent, Pete Czernin",TRUE
2018,Outstanding British Film,Darkest Hour,,"Joe Wright, Tim Bevan, Lisa Bruce, Eric Fellner, Anthony McCarten, Douglas Urbanski",FALSE
2018,Outstanding British Film,The Death of Stalin,,"Armando Iannucci, Kevin Loader, Laurent Zeitoun, Yann Zenou, Ian Martin, David Schneider",FALSE
2018,Outstanding British Film,God's Own Country,,"Francis Lee, Manon Ardisson, Jack Tarling",FALSE
2018,Outstanding British Film,Lady Macbeth,,"William Oldroyd, Fodhla Cronin O'Reilly, Alice Birch",FALSE
2018,Outstanding British Film,Paddington 2,,"Paul King, David Heyman, Simon Farnaby",FALSE
2018,"Outstanding Debut by a British Writer, Director or Producer",I Am Not a Witch,,"Rungano Nyoni, Emily Morgan",TRUE
2018,"Outstanding Debut by a British Writer, Director or Producer",The Ghoul,,"Gareth Tunley (Writer/Director/Producer), Jack Healy Guttmann, Tom Meeten",FALSE
2018,"Outstanding Debut by a British Writer, Director or Producer",Jawbone,,"Johnny Harris, Thomas Napper",FALSE
2018,"Outstanding Debut by a British Writer, Director or Producer",Kingdom of Us,,Lucy Cohen,FALSE
2018,"Outstanding Debut by a British Writer, Director or Producer",Lady Macbeth,,"Alice Birch, William Oldroyd, Fodhla Cronin O'Reilly",FALSE
2018,Production Design,The Shape of Water,,"Paul Austerberry, Jeff Melvin, Shane Vieau",TRUE
2018,Production Design,Beauty and the Beast,,"Sarah Greenwood, Katie Spencer",FALSE
2018,Production Design,Blade Runner 2049,,"Dennis Gassner, Alessandra Querzola",FALSE
2018,Production Design,Darkest Hour,,"Sarah Greenwood, Katie Spencer",FALSE
2018,Production Design,Dunkirk,,"Nathan Crowley, Gary Fettis",FALSE
2018,Sound,Dunkirk,,"Alex Gibson, Richard King, Gregg Landaker, Gary A. Rizzo, Mark Weingarten",TRUE
2018,Sound,Baby Driver,,"Tim Cavagin, Mary H. Ellis, Dan Morgan, Jeremy Price, Julian Slater",FALSE
2018,Sound,Blade Runner 2049,,"Ron Bartlett, Theo Green, Doug Hemphill, Mark Mangini, Mac Ruth",FALSE
2018,Sound,The Shape of Water,,"Christian Cooke, Nelson Ferreira, Glen Gauthier, Nathan Robitaille, Brad Zoern",FALSE
2018,Sound,Star Wars: The Last Jedi,,"Ren Klyce, David Parker, Michael Semanick, Stuart Wilson, Matthew Wood",FALSE
2018,Special Visual Effects,Blade Runner 2049,,"Richard R. Hoover, Paul Lambert, Gerd Nefzer, John Nelson",TRUE
2018,Special Visual Effects,Dunkirk,,"Paul Corbould, Scott Fisher, Andrew Jackson, Andrew Lockley",FALSE
2018,Special Visual Effects,The Shape of Water,,"Dennis Berardi, Trey Harrell, Mike Hill, Kevin Scott",FALSE
2018,Special Visual Effects,Star Wars: The Last Jedi,,"Stephen Aplin, Chris Corbould, Ben Morris, Neal Scanlan",FALSE
2018,Special Visual Effects,War for the Planet of the Apes,,"Daniel Barrett, Dan Lemmon, Joe Letteri, Joel Whist",FALSE
2018,Supporting Actor,"Three Billboards Outside Ebbing, Missouri",,Sam Rockwell,TRUE
2018,Supporting Actor,All the Money in the World,,Christopher Plummer,FALSE
2018,Supporting Actor,Paddington 2,,Hugh Grant,FALSE
2018,Supporting Actor,The Florida Project,,Willem Dafoe,FALSE
2018,Supporting Actor,"Three Billboards Outside Ebbing, Missouri",,Woody Harrelson,FALSE
2018,Supporting Actress,"I, Tonya",,Allison Janney,TRUE
2018,Supporting Actress,Darkest Hour,,Kristin Scott Thomas,FALSE
2018,Supporting Actress,Lady Bird,,Laurie Metcalf,FALSE
2018,Supporting Actress,Phantom Thread,,Lesley Manville,FALSE
2018,Supporting Actress,The Shape of Water,,Octavia Spencer,FALSE
2019,Adapted Screenplay,BlacKkKlansman,,"Spike Lee, David Rabinowitz, Charlie Wachtel, Kevin Willmott",TRUE
2019,Adapted Screenplay,Can You Ever Forgive Me?,,"Nicole Holofcener, Jeff Whitty",FALSE
2019,Adapted Screenplay,First Man,,Josh Singer,FALSE
2019,Adapted Screenplay,If Beale Street Could Talk,,Barry Jenkins,FALSE
2019,Adapted Screenplay,A Star Is Born,,"Bradley Cooper, Will Fetters, Eric Roth",FALSE
2019,Animated Film,Spider-Man: Into The Spider-Verse,,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord",TRUE
2019,Animated Film,Incredibles 2,,"Brad Bird, John Walker",FALSE
2019,Animated Film,Isle of Dogs,,"Wes Anderson, Jeremy Dawson",FALSE
2019,Best Film,Roma,,"Alfonso Cuaron, Gabriela Rodriguez",TRUE
2019,Best Film,BlacKkKlansman,,"Jason Blum, Spike Lee, Raymond Mansfield, Sean McKittrick, Jordan Peele",FALSE
2019,Best Film,The Favourite,,"Ceci Dempsey, Ed Guiney, Yorgos Lanthimos, Lee Magiday",FALSE
2019,Best Film,Green Book,,"Jim Burke, Brian Currie, Peter Farrelly, Nick Vallelonga, Charles B. Wessler",FALSE
2019,Best Film,A Star Is Born,,"Bradley Cooper, Bill Gerber, Lynette Howell Taylor",FALSE
2019,British Short Animation,Roughhouse,,"Jonathan Hodgson, Richard Van Den Boom",TRUE
2019,British Short Animation,I'm OK,,"Elizabeth Hobbs, Abigail Addison, Jelena Popovic",FALSE
2019,British Short Animation,Marfa,,"Greg McLeod, Myles McLeod",FALSE
2019,British Short Film,73 Cows,,Alex Lockwood,TRUE
2019,British Short Film,"Bachelor, 38",,Angela Clarke,FALSE
2019,British Short Film,The Blue Door,,"Ben Clark, Megan Pugh, Paul Taylor",FALSE
2019,British Short Film,The Field,,"Sandhya Suri, Thomas Bidegain, Balthazar de Ganay",FALSE
2019,British Short Film,Wale,,"Barnaby Blackburn, Sophie Alexander, Catherine Slater, Edward Speleers",FALSE
2019,Cinematography,Roma,,Alfonso Cuaron,TRUE
2019,Cinematography,Bohemian Rhapsody,,Newton Thomas Sigel,FALSE
2019,Cinematography,Cold War,,Lukasz Zal,FALSE
2019,Cinematography,The Favourite,,Robbie Ryan,FALSE
2019,Cinematography,First Man,,Linus Sandgren,FALSE
2019,Costume Design,The Favourite,,Sandy Powell,TRUE
2019,Costume Design,The Ballad of Buster Scruggs,,Mary Zophres,FALSE
2019,Costume Design,Bohemian Rhapsody,,Julian Day,FALSE
2019,Costume Design,Mary Poppins Returns,,Sandy Powell,FALSE
2019,Costume Design,Mary Queen of Scots,,Alexandra Byrne,FALSE
2019,Director,Roma,,Alfonso Cuaron,TRUE
2019,Director,BlacKkKlansman,,Spike Lee,FALSE
2019,Director,Cold War,,Pawel Pawlikowski,FALSE
2019,Director,The Favourite,,Yorgos Lanthimos,FALSE
2019,Director,A Star Is Born,,Bradley Cooper,FALSE
2019,Documentary,Free Solo,,"Elizabeth Chai Vasarhelyi, Jimmy Chin, Shannon Dill, Evan Hayes",TRUE
2019,Documentary,McQueen,,"Ian Bonhote, Peter Ettedgui",FALSE
2019,Documentary,RBG,,"Julie Cohen, Betsy West",FALSE
2019,Documentary,They Shall Not Grow Old,,"Peter Jackson, Clare Olssen",FALSE
2019,Documentary,Three Identical Strangers,,"Tim Wardle, Grace Hughes-Hallett, Becky Read",FALSE
2019,EE Rising Star,,,Letitia Wright,TRUE
2019,EE Rising Star,,,Barry Keoghan,FALSE
2019,EE Rising Star,,,Cynthia Erivo,FALSE
2019,EE Rising Star,,,Jessie Buckley,FALSE
2019,EE Rising Star,,,Lakeith Stanfield,FALSE
2019,Editing,Vice,,Hank Corwin,TRUE
2019,Editing,Bohemian Rhapsody,,John Ottman,FALSE
2019,Editing,The Favourite,,Yorgos Mavropsaridis,FALSE
2019,Editing,First Man,,Tom Cross,FALSE
2019,Editing,Roma,,"Alfonso Cuaron, Adam Gough",FALSE
2019,Fellowship,,,Thelma Schoonmaker,TRUE
2019,Film Not in the English Language,Roma,,"Alfonso Cuaron, Gabriela Rodriguez",TRUE
2019,Film Not in the English Language,Capernaum,,"Nadine Labaki, Khaled Mouzanar",FALSE
2019,Film Not in the English Language,Cold War,,"Pawel Pawlikowski, Tanya Seghatchian, Ewa Puszczynska",FALSE
2019,Film Not in the English Language,Dogman,,Matteo Garrone,FALSE
2019,Film Not in the English Language,Shoplifters,,"Hirokazu Kore-eda, Kaoru Matsuzaki",FALSE
2019,Leading Actor,Bohemian Rhapsody,,Rami Malek,TRUE
2019,Leading Actor,A Star Is Born,,Bradley Cooper,FALSE
2019,Leading Actor,Vice,,Christian Bale,FALSE
2019,Leading Actor,Stan & Ollie,,Steve Coogan,FALSE
2019,Leading Actor,Green Book,,Viggo Mortensen,FALSE
2019,Leading Actress,The Favourite,,Olivia Colman,TRUE
2019,Leading Actress,The Wife,,Glenn Close,FALSE
2019,Leading Actress,A Star Is Born,,Lady Gaga,FALSE
2019,Leading Actress,Can You Ever Forgive Me?,,Melissa McCarthy,FALSE
2019,Leading Actress,Widows,,Viola Davis,FALSE
2019,Make Up and Hair,The Favourite,,Nadia Stacey,TRUE
2019,Make Up and Hair,Bohemian Rhapsody,,"Mark Coulier, Jan Sewell",FALSE
2019,Make Up and Hair,Mary Queen of Scots,,Jenny Shircore,FALSE
2019,Make Up and Hair,Stan & Ollie,,"Mark Coulier, Jeremy Woodhead, Josh Weston",FALSE
2019,Make Up and Hair,Vice,,"Kate Biscoe, Greg Cannom, Patricia DeHaney, Chris Gallaher",FALSE
2019,Original Music,A Star Is Born,,"Bradley Cooper, Lady Gaga, Lukas Nelson",TRUE
2019,Original Music,BlacKkKlansman,,Terence Blanchard,FALSE
2019,Original Music,If Beale Street Could Talk,,Nicholas Britell,FALSE
2019,Original Music,Isle of Dogs,,Alexandre Desplat,FALSE
2019,Original Music,Mary Poppins Returns,,Marc Shaiman,FALSE
2019,Original Screenplay,The Favourite,,"Deborah Davis, Tony McNamara",TRUE
2019,Original Screenplay,Cold War,,"Janusz Glowacki, Pawel Pawlikowski",FALSE
2019,Original Screenplay,Green Book,,"Brian Currie, Peter Farrelly, Nick Vallelonga",FALSE
2019,Original Screenplay,Roma,,Alfonso Cuaron,FALSE
2019,Original Screenplay,Vice,,Adam McKay,FALSE
2019,Outstanding British Contribution to Cinema,,,Elizabeth Karlsen and Stephen Woolley,TRUE
2019,Outstanding British Film,The Favourite,,"Yorgos Lanthimos, Ceci Dempsey, Ed Guiney, Lee Magiday, Deborah Davis, Tony McNamara",TRUE
2019,Outstanding British Film,Beast,,"Michael Pearce, Kristian Brodie, Lauren Dark, Ivana MacKinnon",FALSE
2019,Outstanding British Film,Bohemian Rhapsody,,"Graham King, Anthony McCarten",FALSE
2019,Outstanding British Film,McQueen,,"Ian Bonhote, Peter Ettedgui, Andee Ryder, Nick Taussig",FALSE
2019,Outstanding British Film,Stan & Ollie,,"Jon S. Baird, Faye Ward, Jeff Pope",FALSE
2019,Outstanding British Film,You Were Never Really Here,,"Lynne Ramsay, Rosa Attab, Pascal Caucheteux, James Wilson",FALSE
2019,"Outstanding Debut by a British Writer, Director or Producer",Beast,,"Michael Pearce, Lauren Dark",TRUE
2019,"Outstanding Debut by a British Writer, Director or Producer",Apostasy,,Daniel Kokotajlo,FALSE
2019,"Outstanding Debut by a British Writer, Director or Producer",A Cambodian Spring,,Chris Kelly (Writer/Director/Producer),FALSE
2019,"Outstanding Debut by a British Writer, Director or Producer",Pili,,"Leanne Welham, Sophie Harman",FALSE
2019,"Outstanding Debut by a British Writer, Director or Producer",Ray & Liz,,"Richard Billingham, Jacqui Davies",FALSE
2019,Production Design,The Favourite,,"Fiona Crombie, Alice Felton",TRUE
2019,Production Design,Fantastic Beasts: The Crimes of Grindelwald,,"Stuart Craig, Anna Pinnock",FALSE
2019,Production Design,First Man,,"Nathan Crowley, Kathy Lucas",FALSE
2019,Production Design,Mary Poppins Returns,,"John Myhre, Gordon Sim",FALSE
2019,Production Design,Roma,,"Eugenio Caballero, Barbara Enriquez",FALSE
2019,Sound,Bohemian Rhapsody,,"John Casali, Tim Cavagin, Nina Hartstone, Paul Massey, John Warhurst",TRUE
2019,Sound,First Man,,"Mary H. Ellis, Mildred Iatrou Morgan, Ai-Ling Lee, Frank A. Montano, Jon Taylor",FALSE
2019,Sound,Mission: Impossible - Fallout,,"Gilbert Lake, James H. Mather, Chris Munro, Mike Prestwood Smith",FALSE
2019,Sound,A Quiet Place,,"Erik Aadahl, Michael Barosky, Brandon Proctor, Ethan Van der Ryn",FALSE
